Tweet_index	Tweet_text	Label
622241795007737856	be aware  dirty step to get money  # stay light * # stay white *   # moral needed * @…  url 	1
622918094881689600	 for # people * who do not understand # diy * # art attack *  url 	1
622900014122180608	 @ username @   @ username @  # daily mail * readers being sensible as always # shocker *  # daily fail * # in hunts pocket * # they hate the nhs *	1
622992067388682241	 @ username @  why do i get the feeling you like games? 	1
622777695189872640	- @ username @   @ username @  you probably just missed the text. 	1
623064222021341184	tune in to nigezie and be treated to rachel platten's fight song, move to mtv and get reminisce & olamide's local rapper  # times change *	1
622964186943918080	what iz thiz?!?!? a friggin dc love fest??!?!?  @ username @   @ username @   # movie fights *	1
622939133577527296	man, i wish i could sexually harass an intoxicated minor and not go to jail 	1
622964179192967168	 @ username @  for the car ride when i get to listen to you and jess the whole time? yeah woo cannot wait either. 	1
623018133796683776	aamir calls # baj rang i bhai j a an * as salman's best movie yet! you decide whether it is  or a compliment!	1
623007729766903809	 @ username @  sorry you cannot understand my # dark * sense of humor. 	1
622996067609628672	# work * # yay *  # fuck * # goodnight * 😔 @ g town  url 	1
622924179562586112	 @ username @  come on.it is against the mets.that is like a loss to a double a team at the best 	1
622886044971745280	 @ username @   @ username @  i thought hot spot policing was a plan?? (which btw is really working out) 	1
623080201174523904	 @ username @   @ username @  do not be daft dr ciara. measles does not kill, its an old fashioned disease. like scurvy! and trench foot! 	1
622454925784551424	i do not think any tv show could be more # epic * than # master showman *! this show is the bees knees!! 	1
623060007009959936	here we go another day in paradise 	1
622887234144858112	 @ username @   @ username @  sure does. 	1
622921466720440320	my jobs great because i love what i do (operate rides for kids) and sometimes if the weather's right, i get a shower too!! # rain * 	1
622999835101282304	quotestags_app # funny quotes * # insult * # sarcastic quotes *   # quote * # quote *stags  url 	1
623083588049870848	loving the  @ username @  coverage of # the open *  	1
622920051142701056	did strop just pitch around a double with the game on the line? i could not tell because i was paying attention to his hat.  # cubs *	1
622805321619128320	you keep them close to see what they are up to.😬🙊  # sassy *  url 	1
622929040987541504	 @ username @  thanks for giving my personal information and whereabouts out. your security protocols are really great! thanks again. 	1
622966398990442497	 @ username @   @ username @  sure but we got to watch a random soccer match instead! # cbc * 	1
623083169982623744	it is only been out for  number  years though i am sure they will fix it. 	1
622963176166944768	this is great, i get to see people live tweet wresting. awesome. 	1
622951000375070720	next on cnn; we attempt to interview the shark that attacked mick fanning on whether he knows anything about mh number . - wolf blitzer 	1
623017621793935360	i am so glad i pay £ number . number  a week to use  @ username @  what with the windows letting in rain, well worth it  😐🌂☔️  url 	1
623063796966367232	off to spend  number  hours in my most favourite city in all of canada.  # toronto * 	1
622943029016444928	 @ username @   url  your illegal voter purge, and constant # voter suppression * tactics, thanks for that 	1
623059469707034624	i just looked up some ex girlfriends on facebook to say to a friend,  imagine if i married her  and they have unfriended me. rude! 	1
622889334157504512	let us all talk about our crushing loneliness!  because it is a super fun experience. 	1
622947302492258304	a totally not panic-attack inducing way to spend a sunday night.  # cant breathe * # wont sleep *…  url 	1
622903559240069120	jackie speaking the bb gospel she picked up from being wallpaper. you go girl.  # bb  number  *	1
622923690284466176	i have no aversions to having kids someday  😂😂😂   url 	1
622993261918089216	 number  million? well that is depressing. too bad for the cheaters.  # scorn * # ridicule * # enjoy karma *  url 	1
623046610042376192	so thankful for this explanation.   @ username @   @ username @   @ username @   @ username @   @ username @   @ username @ 	1
622932141702283264	photo: when someone says a dumb statement, the  juices start to tingle.  url 	1
623065340788903936	if std was game, you could have won olympics gold model  number  times.  @ username @  	1
622929667914399744	this is my bed it is all the way on the floor yay   url 	1
622977473039368192	 @ username @  well ok then, you make a valid point. i really agree with the post i forgot to type  ps love you guys, great stuff	1
622959100016529410	goodnight i have a cooking class tomorrow and i have to be up at  number am so that is really fun  bye	1
622922907266650112	i love white people singing  la bamba  and pronouncing it  lah bam-bah  	1
622925618024333312	i really like the fact twitter is almost like facebook in some cases  # noone cares *!! # jk * # for laughs only * # i ly * # no but seriously *	1
623022706821328896	seen on ig feed hello # type * # lettering * # typography * # hand drawn * # handwritten font * # type *gang # mondays * # yay *  by …  url 	1
622942716557574145	i am selfish for wanting a life that makes me happy? right. exactly. makes so much sense. 	1
622905174550405120	mick fanning you so lucky! most people never get the chance to see a shark up close and personal! :)  # ohs hit *  url 	1
622166054647808000	the story of my life so far # friends * # chandler *  # seriously though *  url 	1
622949336440156160	 @ username @   @ username @   @ username @   @ username @  i am so surprised, usually i would not expect this from a cardinals fan.  # obviously *	1
623069048713023488	by trying   @ username @   one reason i cannot bed a prostitute. hw can i put my trust on rubber?	1
623058098421260288	discussing security. # ietf  number  *   url 	1
622887902293438464	just love when i am at work and my wife let us our daughter run wild on youtube.  # fuck one direction *	1
623082098715402240	. @ username @  complain about  @ username @  claiming irish golfer as brit but claim surfer as 'irish-australian'  url  	1
623056918173642752	 @ username @  that is for itunes bought stuff. not ripped cd's that you bought and own. # dirty pirate *   @ username @   @ username @ 	1
623046615742464000	telegraph agency of soviet union (anybody surprised?) says kiev (illiterate spelling!) again used su- number .    @ username @ 	1
622546379689201664	when i am upset or frustrated my  remarks become  number ,ooo,ooo,ooo x's more aggressive 😒	1
622913578585182208	can i just thank the many hundreds of beautiful  number -something girls on twitter who work tirelessly to post links to clickbait sites. 	1
622913784533774336	come on it is only about southern heritage and pride.alrighty # kkk *   url 	1
622929808217866240	 @ username @   @ username @  because everyone decides to shoot up the military when they are depressed. 	1
622913317217148930	 @ username @  that does sound like a great way to cool down 	1
622958837008572416	 @ username @  we won bb tho yaaaaaay  # rather wins f * # or atleast marvel *	1
622961036153503744	 @ username @  your feed is doing wonders for rentals at tudor heights. 	1
622955013355216896	that justin trudeau bashing ad. so lame.  # bullying * # childish * # sorry not sorry * ugh	1
623023026632667136	most wanted dacoit killed by police in shikarpur. thank you, dg rangers.   url 	1
623020259583201280	 @ username @   reality.!!  agreed ! but fan off kar kay on karna b bhol jatay hain. and that is reality too .  😉	1
623064085618393088	stunning photo showing how renewables are saving nature, environment and the planet. thank you,  @ username @ !   url 	1
622918852096032768	the philosophy of life is all about ass:  # as s * # life * # humor *   url 	1
622967632489246720	well sucky night capped off a sucks weekend. yay tomorrow is monday. 	1
622987783985070086	roflmao yeah, because adding is not an increase   @ username @   @ username @   @ username @   @ username @   @ username @   @ username @ 	1
622963534603816961	i love it when you try to help me with my flaws.  no really, i had no idea they were there.  # no just no *	1
623150659446018048	fav moment in sepp blatter vid ( time ):  we have to clean here first. this has nothing to do with football.   url  	1
623121784288710656	just found this while walking my human.  # detroit *  url 	1
623177030683627520	 @ username @   @ username @  trump may want to site mccain signing the corker bill next time subject comes up 	1
623154420415528960	. @ username @  said # hack * was  unprovoked - but the sites existence is a provocation, no?  url  # ashley madison * 	1
623181343304781824	 @ username @  absolutely. now who do we know that would do this kind of work?  # sports branding *	1
623092185454481408	do you know that super yeay satisfying feeling when you get to say exactly what you wanted to say in just  number  characters # life * # goals * 	1
623135546211069953	if you are going to call someone ignorant and stupid on social media, can you at least spell it right? 	1
623181616496701440	 @ username @  he should have bought a bigger flag  😁😈	1
623178869219151872	boy these young girls in here are going to love me 	1
623138393539657728	mccain is a neurotic war hero, so it is ok if he marginalizes us as his party's base.  @ username @  	1
623110940242874368	two recent tweets on sexism have been favorited by twitter accounts that just send out pictures of half-naked women 	1
623166613852934144	lol you are doing it right # clash of clans * # gemme d *   url 	1
623185975376801792	when they finally came to air.at least cash wars was not missed  !!!!  @ username @   @ username @   @ username @   @ username @  bbc	1
623144887970500608	 @ username @   @ username @   @ username @  yes, that is *exactly* what i did. 	1
623141201621983233	please  @ username @  we need more captain america, its so good!  # marvel * # milk that cow *	1
623150737380503552	 at it is best.  url 	1
623185320486416385	lol looks like pti opened up a laundry service. raw daagh bhi nikal jatay hain kia? :p # leave m qm join pti * 	1
623164015653560320	oh the  is strong in this one . effed and wreked ;). # karma *   url 	1
623084679189630976	glad i got a lot of sleep last night 	1
623100163641470977	head lines  url  # auto correct * # copy writing *  # proofreading * # saudi arabia * # sub editing * # typo * # un *  url 	1
623111614372274176	 @ username @  a law that did not reach far enough and has to be expanded upon?! is that even possible?!?! 	1
623184285768511488	when someone enters into an ashley madison account it is a sacred bond of trust. now it is broken and may never be repaired 	1
623145732090916866	no it is awesome that people do not know how to drive causing me to be late to work 	1
623179000551092224	 @ username @  big time fan there with that sick throwback jersey. 	1
623124361118154753	know what is not awkward? running into a former students' parent in the ob/gyn waiting room.  # awkward small talk * # jud gy looks *	1
623126953994907648	thank you for your nice comments about me  @ username @  # 	1
623101152251392000	# baj rang i bhai j a an *  number st movie to watch with my # mother in law * # happy *  she shares her birth date with salmankhan :)	1
